id,label,text_a,text_b
13763,None,location - 2 - transit location,"i ' ll go to location - 1 , particularly location - 2"
13764,Positive,location - 2 - general,"i would suggest se london , somewhere like location - 1 or location - 2 but it ' s been years i ' ve lived in london"
13765,None,location - 2 - price,"i would suggest se london , somewhere like location - 1 or location - 2 but it ' s been years i ' ve lived in london"
13766,None,location - 2 - safety,"i would suggest se london , somewhere like location - 1 or location - 2 but it ' s been years i ' ve lived in london"
13767,None,location - 2 - transit location,"i would suggest se london , somewhere like location - 1 or location - 2 but it ' s been years i ' ve lived in london"
13768,None,location - 2 - general,"for example there are huge jewish and turkish communities in location - 1 , and lots of chinese people in the south especially around location - 2"
13769,None,location - 2 - price,"for example there are huge jewish and turkish communities in location - 1 , and lots of chinese people in the south especially around location - 2"
13770,None,location - 2 - safety,"for example there are huge jewish and turkish communities in location - 1 , and lots of chinese people in the south especially around location - 2"
13771,None,location - 2 - transit location,"for example there are huge jewish and turkish communities in location - 1 , and lots of chinese people in the south especially around location - 2"
13772,Negative,location - 2 - general,most of the other cheap areas like location - 2 or location - 1 are cheap and nasty from my experience the further out of london you live ( ie zone 3 - 4 apposed to zone 1 or 2 ) the cheaper rent becomes
13773,Positive,location - 2 - price,most of the other cheap areas like location - 2 or location - 1 are cheap and nasty from my experience the further out of london you live ( ie zone 3 - 4 apposed to zone 1 or 2 ) the cheaper rent becomes
13774,None,location - 2 - safety,most of the other cheap areas like location - 2 or location - 1 are cheap and nasty from my experience the further out of london you live ( ie zone 3 - 4 apposed to zone 1 or 2 ) the cheaper rent becomes
13775,None,location - 2 - transit location,most of the other cheap areas like location - 2 or location - 1 are cheap and nasty from my experience the further out of london you live ( ie zone 3 - 4 apposed to zone 1 or 2 ) the cheaper rent becomes
13776,Positive,location - 2 - general,"i ' ' ve been only in the west part and i read that location2/location1 is becoming popular and trendy among youths , is n't it"
13777,None,location - 2 - price,"i ' ' ve been only in the west part and i read that location2/location1 is becoming popular and trendy among youths , is n't it"
13778,None,location - 2 - safety,"i ' ' ve been only in the west part and i read that location2/location1 is becoming popular and trendy among youths , is n't it"
13779,None,location - 2 - transit location,"i ' ' ve been only in the west part and i read that location2/location1 is becoming popular and trendy among youths , is n't it"
13780,Positive,location - 2 - general,"if you can afford it move to the location - 1 or location - 2 , lovely little areas"
13781,Positive,location - 2 - price,"if you can afford it move to the location - 1 or location - 2 , lovely little areas"
13782,None,location - 2 - safety,"if you can afford it move to the location - 1 or location - 2 , lovely little areas"
13783,None,location - 2 - transit location,"if you can afford it move to the location - 1 or location - 2 , lovely little areas"
13784,None,location - 2 - general,"very green and leafy : location - 1 , location - 2"
13785,None,location - 2 - price,"very green and leafy : location - 1 , location - 2"
13786,None,location - 2 - safety,"very green and leafy : location - 1 , location - 2"
13787,None,location - 2 - transit location,"very green and leafy : location - 1 , location - 2"
13788,None,location - 2 - general,i lived on the border of location - 2 and location - 1 for almost 7 years and never had any problems
13789,None,location - 2 - price,i lived on the border of location - 2 and location - 1 for almost 7 years and never had any problems
13790,Positive,location - 2 - safety,i lived on the border of location - 2 and location - 1 for almost 7 years and never had any problems
13791,None,location - 2 - transit location,i lived on the border of location - 2 and location - 1 for almost 7 years and never had any problems
13792,Negative,location - 2 - general,", and location - 1 and location - 2 , a bit further in on that side , but not very hip and happening , a bit drab"
13793,None,location - 2 - price,", and location - 1 and location - 2 , a bit further in on that side , but not very hip and happening , a bit drab"
13794,None,location - 2 - safety,", and location - 1 and location - 2 , a bit further in on that side , but not very hip and happening , a bit drab"
13795,Negative,location - 2 - transit location,", and location - 1 and location - 2 , a bit further in on that side , but not very hip and happening , a bit drab"
13796,Positive,location - 2 - general,"location - 1 has been recommended to me , as has location - 2"
13797,None,location - 2 - price,"location - 1 has been recommended to me , as has location - 2"
13798,None,location - 2 - safety,"location - 1 has been recommended to me , as has location - 2"
13799,None,location - 2 - transit location,"location - 1 has been recommended to me , as has location - 2"
13800,Positive,location - 2 - general,add location - 1 and location - 2 as good areas
13801,None,location - 2 - price,add location - 1 and location - 2 as good areas
13802,None,location - 2 - safety,add location - 1 and location - 2 as good areas
13803,None,location - 2 - transit location,add location - 1 and location - 2 as good areas
13804,None,location - 2 - general,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants"
13805,None,location - 2 - price,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants"
13806,None,location - 2 - safety,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants"
13807,None,location - 2 - transit location,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants"
13808,Positive,location - 2 - general,"right now i am pretty satisfied with the beaufort park at location - 2 , but some ppl says location - 1 is a horribly unsafe neighbourhood"
13809,None,location - 2 - price,"right now i am pretty satisfied with the beaufort park at location - 2 , but some ppl says location - 1 is a horribly unsafe neighbourhood"
13810,None,location - 2 - safety,"right now i am pretty satisfied with the beaufort park at location - 2 , but some ppl says location - 1 is a horribly unsafe neighbourhood"
13811,None,location - 2 - transit location,"right now i am pretty satisfied with the beaufort park at location - 2 , but some ppl says location - 1 is a horribly unsafe neighbourhood"
13812,None,location - 2 - general,"location - 1 ' s central , it ' s safe , it ' s fairly posh , and it ' s walking distance from location - 2 theatres and shops"
13813,None,location - 2 - price,"location - 1 ' s central , it ' s safe , it ' s fairly posh , and it ' s walking distance from location - 2 theatres and shops"
13814,None,location - 2 - safety,"location - 1 ' s central , it ' s safe , it ' s fairly posh , and it ' s walking distance from location - 2 theatres and shops"
13815,None,location - 2 - transit location,"location - 1 ' s central , it ' s safe , it ' s fairly posh , and it ' s walking distance from location - 2 theatres and shops"
13816,Negative,location - 2 - general,"location - 1 location - 2 , both shite holes"
13817,None,location - 2 - price,"location - 1 location - 2 , both shite holes"
13818,None,location - 2 - safety,"location - 1 location - 2 , both shite holes"
13819,None,location - 2 - transit location,"location - 1 location - 2 , both shite holes"
13820,Positive,location - 2 - general,they are some nice areas in location - 2 especially around e9 near location - 1
13821,None,location - 2 - price,they are some nice areas in location - 2 especially around e9 near location - 1
13822,None,location - 2 - safety,they are some nice areas in location - 2 especially around e9 near location - 1
13823,None,location - 2 - transit location,they are some nice areas in location - 2 especially around e9 near location - 1
13824,None,location - 2 - general,"there are great transport links to location - 1 and location - 2 on the mainline trains , loads of buses ,"
13825,None,location - 2 - price,"there are great transport links to location - 1 and location - 2 on the mainline trains , loads of buses ,"
13826,None,location - 2 - safety,"there are great transport links to location - 1 and location - 2 on the mainline trains , loads of buses ,"
13827,Positive,location - 2 - transit location,"there are great transport links to location - 1 and location - 2 on the mainline trains , loads of buses ,"
13828,None,location - 2 - general,location - 1 is within easy reach of all the location - 2 attractions
13829,None,location - 2 - price,location - 1 is within easy reach of all the location - 2 attractions
13830,None,location - 2 - safety,location - 1 is within easy reach of all the location - 2 attractions
13831,None,location - 2 - transit location,location - 1 is within easy reach of all the location - 2 attractions
13832,Positive,location - 2 - general,"try , location - 1 or location - 2"
13833,None,location - 2 - price,"try , location - 1 or location - 2"
13834,None,location - 2 - safety,"try , location - 1 or location - 2"
13835,None,location - 2 - transit location,"try , location - 1 or location - 2"
13836,None,location - 2 - general,my friends in location - 2 and location - 1 have experienced much more crime and seen more scary things
13837,None,location - 2 - price,my friends in location - 2 and location - 1 have experienced much more crime and seen more scary things
13838,Negative,location - 2 - safety,my friends in location - 2 and location - 1 have experienced much more crime and seen more scary things
13839,None,location - 2 - transit location,my friends in location - 2 and location - 1 have experienced much more crime and seen more scary things
13840,Negative,location - 2 - general,"a bit i think location - 1 and location - 2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there it ' s dull , been there , quite suburban"
13841,None,location - 2 - price,"a bit i think location - 1 and location - 2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there it ' s dull , been there , quite suburban"
13842,None,location - 2 - safety,"a bit i think location - 1 and location - 2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there it ' s dull , been there , quite suburban"
13843,None,location - 2 - transit location,"a bit i think location - 1 and location - 2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there it ' s dull , been there , quite suburban"
13844,Positive,location - 2 - general,best bet is around location - 2 and location - 1 area in the northwest corner really nice
13845,None,location - 2 - price,best bet is around location - 2 and location - 1 area in the northwest corner really nice
13846,None,location - 2 - safety,best bet is around location - 2 and location - 1 area in the northwest corner really nice
13847,None,location - 2 - transit location,best bet is around location - 2 and location - 1 area in the northwest corner really nice
13848,Positive,location - 2 - general,try location - 1 or location - 2 good luck
13849,None,location - 2 - price,try location - 1 or location - 2 good luck
13850,None,location - 2 - safety,try location - 1 or location - 2 good luck
13851,None,location - 2 - transit location,try location - 1 or location - 2 good luck
13852,None,location - 2 - general,"i loved location - 1 when i lived there , good shops , restaurants and pubs both location - 2 and location - 1 have excellent public transport"
13853,None,location - 2 - price,"i loved location - 1 when i lived there , good shops , restaurants and pubs both location - 2 and location - 1 have excellent public transport"
13854,None,location - 2 - safety,"i loved location - 1 when i lived there , good shops , restaurants and pubs both location - 2 and location - 1 have excellent public transport"
13855,Positive,location - 2 - transit location,"i loved location - 1 when i lived there , good shops , restaurants and pubs both location - 2 and location - 1 have excellent public transport"
13856,Positive,location - 2 - general,"the areas you want to look at are , location - 1 and location - 2"
13857,None,location - 2 - price,"the areas you want to look at are , location - 1 and location - 2"
13858,None,location - 2 - safety,"the areas you want to look at are , location - 1 and location - 2"
13859,None,location - 2 - transit location,"the areas you want to look at are , location - 1 and location - 2"
13860,Positive,location - 2 - general,i ' d suggest looking at location - 2 or location - 1 good website is gumtree
13861,None,location - 2 - price,i ' d suggest looking at location - 2 or location - 1 good website is gumtree
13862,None,location - 2 - safety,i ' d suggest looking at location - 2 or location - 1 good website is gumtree
13863,None,location - 2 - transit location,i ' d suggest looking at location - 2 or location - 1 good website is gumtree
13864,None,location - 2 - general,in terms of value for money i would recommend going to location - 1 or location - 2
13865,Positive,location - 2 - price,in terms of value for money i would recommend going to location - 1 or location - 2
13866,None,location - 2 - safety,in terms of value for money i would recommend going to location - 1 or location - 2
13867,None,location - 2 - transit location,in terms of value for money i would recommend going to location - 1 or location - 2
13868,None,location - 2 - general,"location - 1 ( lhr ) is the only london airport with services from the ny/nj airports - location - 2 ( stn ) and luton ( ltn ) do n't handle any north american destinations , gatwick ( lgw ) has flights from atlanta , calgary , charlotte , minneapolis , orlando , toronto , and vancouver"
13869,None,location - 2 - price,"location - 1 ( lhr ) is the only london airport with services from the ny/nj airports - location - 2 ( stn ) and luton ( ltn ) do n't handle any north american destinations , gatwick ( lgw ) has flights from atlanta , calgary , charlotte , minneapolis , orlando , toronto , and vancouver"
13870,None,location - 2 - safety,"location - 1 ( lhr ) is the only london airport with services from the ny/nj airports - location - 2 ( stn ) and luton ( ltn ) do n't handle any north american destinations , gatwick ( lgw ) has flights from atlanta , calgary , charlotte , minneapolis , orlando , toronto , and vancouver"
13871,None,location - 2 - transit location,"location - 1 ( lhr ) is the only london airport with services from the ny/nj airports - location - 2 ( stn ) and luton ( ltn ) do n't handle any north american destinations , gatwick ( lgw ) has flights from atlanta , calgary , charlotte , minneapolis , orlando , toronto , and vancouver"
13872,Positive,location - 2 - general,parts of location - 1 and location - 2 are very nice too
13873,None,location - 2 - price,parts of location - 1 and location - 2 are very nice too
13874,None,location - 2 - safety,parts of location - 1 and location - 2 are very nice too
13875,None,location - 2 - transit location,parts of location - 1 and location - 2 are very nice too
13876,None,location - 2 - general,"if you ' re interested in music , journalism , and nightlife then somewhere like location - 1 or location - 2 is the place for you"
13877,None,location - 2 - price,"if you ' re interested in music , journalism , and nightlife then somewhere like location - 1 or location - 2 is the place for you"
13878,None,location - 2 - safety,"if you ' re interested in music , journalism , and nightlife then somewhere like location - 1 or location - 2 is the place for you"
13879,None,location - 2 - transit location,"if you ' re interested in music , journalism , and nightlife then somewhere like location - 1 or location - 2 is the place for you"
13880,None,location - 2 - general,the location1/location2 area is a must if you want a good night out
13881,None,location - 2 - price,the location1/location2 area is a must if you want a good night out
13882,None,location - 2 - safety,the location1/location2 area is a must if you want a good night out
13883,None,location - 2 - transit location,the location1/location2 area is a must if you want a good night out
13884,None,location - 2 - general,location - 1 and location - 2 are considered safe but there is n't much to do in either of them
13885,None,location - 2 - price,location - 1 and location - 2 are considered safe but there is n't much to do in either of them
13886,Positive,location - 2 - safety,location - 1 and location - 2 are considered safe but there is n't much to do in either of them
13887,None,location - 2 - transit location,location - 1 and location - 2 are considered safe but there is n't much to do in either of them
13888,None,location - 2 - general,south london communities like location - 2 and location - 1 have high proportion of afro-caribbeans
13889,None,location - 2 - price,south london communities like location - 2 and location - 1 have high proportion of afro-caribbeans
13890,None,location - 2 - safety,south london communities like location - 2 and location - 1 have high proportion of afro-caribbeans
13891,None,location - 2 - transit location,south london communities like location - 2 and location - 1 have high proportion of afro-caribbeans
13892,Positive,location - 2 - general,"location - 2 has portobello road , its very villagey and stylish , as is location - 1"
13893,None,location - 2 - price,"location - 2 has portobello road , its very villagey and stylish , as is location - 1"
13894,None,location - 2 - safety,"location - 2 has portobello road , its very villagey and stylish , as is location - 1"
13895,None,location - 2 - transit location,"location - 2 has portobello road , its very villagey and stylish , as is location - 1"
13896,Positive,location - 2 - general,location1/location2 on the kings cross line are nice
13897,None,location - 2 - price,location1/location2 on the kings cross line are nice
13898,None,location - 2 - safety,location1/location2 on the kings cross line are nice
13899,Positive,location - 2 - transit location,location1/location2 on the kings cross line are nice
13900,Positive,location - 2 - general,try somewhere in location - 1 or location - 2 as there are nice pockets scattered around
13901,None,location - 2 - price,try somewhere in location - 1 or location - 2 as there are nice pockets scattered around
13902,None,location - 2 - safety,try somewhere in location - 1 or location - 2 as there are nice pockets scattered around
13903,None,location - 2 - transit location,try somewhere in location - 1 or location - 2 as there are nice pockets scattered around
13904,Negative,location - 2 - general,location - 1 is the worst location - 2 garden is beautiful
13905,None,location - 2 - price,location - 1 is the worst location - 2 garden is beautiful
13906,None,location - 2 - safety,location - 1 is the worst location - 2 garden is beautiful
13907,None,location - 2 - transit location,location - 1 is the worst location - 2 garden is beautiful
13908,None,location - 2 - general,"location - 1 ( location-north west ) - quiet , cheap location - 2 broadway ( location- west ) - a fair way to central london but a nice suburb with bars and pubs"
13909,None,location - 2 - price,"location - 1 ( location-north west ) - quiet , cheap location - 2 broadway ( location- west ) - a fair way to central london but a nice suburb with bars and pubs"
13910,None,location - 2 - safety,"location - 1 ( location-north west ) - quiet , cheap location - 2 broadway ( location- west ) - a fair way to central london but a nice suburb with bars and pubs"
13911,Negative,location - 2 - transit location,"location - 1 ( location-north west ) - quiet , cheap location - 2 broadway ( location- west ) - a fair way to central london but a nice suburb with bars and pubs"
13912,None,location - 2 - general,"location - 2 is a fairly quiet suburban area , while location - 1 is a little rough around the edges"
13913,None,location - 2 - price,"location - 2 is a fairly quiet suburban area , while location - 1 is a little rough around the edges"
13914,None,location - 2 - safety,"location - 2 is a fairly quiet suburban area , while location - 1 is a little rough around the edges"
13915,None,location - 2 - transit location,"location - 2 is a fairly quiet suburban area , while location - 1 is a little rough around the edges"
13916,None,location - 2 - general,you might like to try location - 1 which has fast trains to location - 2 for the tube too you will still be in london
13917,None,location - 2 - price,you might like to try location - 1 which has fast trains to location - 2 for the tube too you will still be in london
13918,None,location - 2 - safety,you might like to try location - 1 which has fast trains to location - 2 for the tube too you will still be in london
13919,Positive,location - 2 - transit location,you might like to try location - 1 which has fast trains to location - 2 for the tube too you will still be in london
13920,Positive,location - 2 - general,"yeah location - 2 and location - 1 one of the best and nicest areas not just in west , but in whole london"
13921,None,location - 2 - price,"yeah location - 2 and location - 1 one of the best and nicest areas not just in west , but in whole london"
13922,None,location - 2 - safety,"yeah location - 2 and location - 1 one of the best and nicest areas not just in west , but in whole london"
13923,None,location - 2 - transit location,"yeah location - 2 and location - 1 one of the best and nicest areas not just in west , but in whole london"
13924,Negative,location - 2 - general,"definately not location - 2 , but poosssibly location - 1"
13925,None,location - 2 - price,"definately not location - 2 , but poosssibly location - 1"
13926,None,location - 2 - safety,"definately not location - 2 , but poosssibly location - 1"
13927,None,location - 2 - transit location,"definately not location - 2 , but poosssibly location - 1"
13928,Positive,location - 2 - general,better areas include location - 1 and location - 2 for instance
13929,None,location - 2 - price,better areas include location - 1 and location - 2 for instance
13930,None,location - 2 - safety,better areas include location - 1 and location - 2 for instance
13931,None,location - 2 - transit location,better areas include location - 1 and location - 2 for instance
13932,Positive,location - 2 - general,you might want to look just south of the river location - 2 or location - 1
13933,None,location - 2 - price,you might want to look just south of the river location - 2 or location - 1
13934,None,location - 2 - safety,you might want to look just south of the river location - 2 or location - 1
13935,None,location - 2 - transit location,you might want to look just south of the river location - 2 or location - 1
13936,Positive,location - 2 - general,"location - 1 isnt too bad , location - 2 is ok but not very cheap"
13937,Negative,location - 2 - price,"location - 1 isnt too bad , location - 2 is ok but not very cheap"
13938,None,location - 2 - safety,"location - 1 isnt too bad , location - 2 is ok but not very cheap"
13939,None,location - 2 - transit location,"location - 1 isnt too bad , location - 2 is ok but not very cheap"
13940,None,location - 2 - general,i live in london and am quite happy to walk around in location - 1 but i would be scared to walk around estates in location - 2
13941,None,location - 2 - price,i live in london and am quite happy to walk around in location - 1 but i would be scared to walk around estates in location - 2
13942,Negative,location - 2 - safety,i live in london and am quite happy to walk around in location - 1 but i would be scared to walk around estates in location - 2
13943,None,location - 2 - transit location,i live in london and am quite happy to walk around in location - 1 but i would be scared to walk around estates in location - 2
13944,Positive,location - 2 - general,"location - 2 , location - 1 areas are young , cool and lively"
13945,None,location - 2 - price,"location - 2 , location - 1 areas are young , cool and lively"
13946,None,location - 2 - safety,"location - 2 , location - 1 areas are young , cool and lively"
13947,None,location - 2 - transit location,"location - 2 , location - 1 areas are young , cool and lively"
13948,None,location - 2 - general,"probably the widest is the road between location - 2 and location - 1 corner , called park lane"
13949,None,location - 2 - price,"probably the widest is the road between location - 2 and location - 1 corner , called park lane"
13950,None,location - 2 - safety,"probably the widest is the road between location - 2 and location - 1 corner , called park lane"
13951,None,location - 2 - transit location,"probably the widest is the road between location - 2 and location - 1 corner , called park lane"
13952,Positive,location - 2 - general,i think location - 2 is better but then i ' m prejudiced location - 1 is one of the most expensive areas in london
13953,None,location - 2 - price,i think location - 2 is better but then i ' m prejudiced location - 1 is one of the most expensive areas in london
13954,None,location - 2 - safety,i think location - 2 is better but then i ' m prejudiced location - 1 is one of the most expensive areas in london
13955,None,location - 2 - transit location,i think location - 2 is better but then i ' m prejudiced location - 1 is one of the most expensive areas in london
13956,Positive,location - 2 - general,location1/location2 is a very nice area
13957,None,location - 2 - price,location1/location2 is a very nice area
13958,None,location - 2 - safety,location1/location2 is a very nice area
13959,None,location - 2 - transit location,location1/location2 is a very nice area
13960,Positive,location - 2 - general,overall the west london area of location - 1 and location - 2 is a nice residential area
13961,None,location - 2 - price,overall the west london area of location - 1 and location - 2 is a nice residential area
13962,None,location - 2 - safety,overall the west london area of location - 1 and location - 2 is a nice residential area
13963,None,location - 2 - transit location,overall the west london area of location - 1 and location - 2 is a nice residential area
13964,Positive,location - 2 - general,location2/location1 is pretty decent
13965,None,location - 2 - price,location2/location1 is pretty decent
13966,None,location - 2 - safety,location2/location1 is pretty decent
13967,None,location - 2 - transit location,location2/location1 is pretty decent
13968,Negative,location - 2 - general,location1/location2 is pretty cheap for flat shares with other students - not the nicest area but it is cheap
13969,Positive,location - 2 - price,location1/location2 is pretty cheap for flat shares with other students - not the nicest area but it is cheap
13970,None,location - 2 - safety,location1/location2 is pretty cheap for flat shares with other students - not the nicest area but it is cheap
13971,None,location - 2 - transit location,location1/location2 is pretty cheap for flat shares with other students - not the nicest area but it is cheap
13972,None,location - 2 - general,i would never want to live somewhere like location - 1 or anywhere in location - 2 as i would never get any sleep
13973,None,location - 2 - price,i would never want to live somewhere like location - 1 or anywhere in location - 2 as i would never get any sleep
13974,None,location - 2 - safety,i would never want to live somewhere like location - 1 or anywhere in location - 2 as i would never get any sleep
13975,None,location - 2 - transit location,i would never want to live somewhere like location - 1 or anywhere in location - 2 as i would never get any sleep
13976,None,location - 2 - general,"cheaper places that are still central include location - 2 and location - 1 , as mentioned in other answers"
13977,Positive,location - 2 - price,"cheaper places that are still central include location - 2 and location - 1 , as mentioned in other answers"
13978,None,location - 2 - safety,"cheaper places that are still central include location - 2 and location - 1 , as mentioned in other answers"
13979,Positive,location - 2 - transit location,"cheaper places that are still central include location - 2 and location - 1 , as mentioned in other answers"
13980,None,location - 2 - general,location - 1 in london is a good place to go to hear blues music and ronnie scott ' s in location - 2 is a jazz institution
13981,None,location - 2 - price,location - 1 in london is a good place to go to hear blues music and ronnie scott ' s in location - 2 is a jazz institution
13982,None,location - 2 - safety,location - 1 in london is a good place to go to hear blues music and ronnie scott ' s in location - 2 is a jazz institution
13983,None,location - 2 - transit location,location - 1 in london is a good place to go to hear blues music and ronnie scott ' s in location - 2 is a jazz institution
13984,None,location - 2 - general,"location - 1 will probably be too expensive , location - 2 is n't much cheaper"
13985,Negative,location - 2 - price,"location - 1 will probably be too expensive , location - 2 is n't much cheaper"
13986,None,location - 2 - safety,"location - 1 will probably be too expensive , location - 2 is n't much cheaper"
13987,None,location - 2 - transit location,"location - 1 will probably be too expensive , location - 2 is n't much cheaper"
13988,None,location - 2 - general,"do n't live in the location - 2 naaa , theres nothing wrong with location - 1"
13989,None,location - 2 - price,"do n't live in the location - 2 naaa , theres nothing wrong with location - 1"
13990,None,location - 2 - safety,"do n't live in the location - 2 naaa , theres nothing wrong with location - 1"
13991,None,location - 2 - transit location,"do n't live in the location - 2 naaa , theres nothing wrong with location - 1"
13992,None,location - 2 - general,"it ranges from exclusive and very expensive around location - 2 , to down market and more affordable in places like location - 1"
13993,Negative,location - 2 - price,"it ranges from exclusive and very expensive around location - 2 , to down market and more affordable in places like location - 1"
13994,None,location - 2 - safety,"it ranges from exclusive and very expensive around location - 2 , to down market and more affordable in places like location - 1"
13995,None,location - 2 - transit location,"it ranges from exclusive and very expensive around location - 2 , to down market and more affordable in places like location - 1"
13996,None,location - 2 - general,if you go a little further west to location - 1 or location - 2 you will still be near the central area and presumably pay a litlle less chk out berlin
13997,Positive,location - 2 - price,if you go a little further west to location - 1 or location - 2 you will still be near the central area and presumably pay a litlle less chk out berlin
13998,None,location - 2 - safety,if you go a little further west to location - 1 or location - 2 you will still be near the central area and presumably pay a litlle less chk out berlin
13999,Positive,location - 2 - transit location,if you go a little further west to location - 1 or location - 2 you will still be near the central area and presumably pay a litlle less chk out berlin
14000,None,location - 2 - general,"the cheapest place to live in london will be in mid london ( such as location - 1 , location - 2 ) but these places will not necessarily have the best crime rates , houses , or open spaces"
14001,Positive,location - 2 - price,"the cheapest place to live in london will be in mid london ( such as location - 1 , location - 2 ) but these places will not necessarily have the best crime rates , houses , or open spaces"
14002,Negative,location - 2 - safety,"the cheapest place to live in london will be in mid london ( such as location - 1 , location - 2 ) but these places will not necessarily have the best crime rates , houses , or open spaces"
14003,None,location - 2 - transit location,"the cheapest place to live in london will be in mid london ( such as location - 1 , location - 2 ) but these places will not necessarily have the best crime rates , houses , or open spaces"
14004,None,location - 2 - general,airport-wise theres not much in it location - 2 and location - 1 all have good tranport links to central london
14005,None,location - 2 - price,airport-wise theres not much in it location - 2 and location - 1 all have good tranport links to central london
14006,None,location - 2 - safety,airport-wise theres not much in it location - 2 and location - 1 all have good tranport links to central london
14007,Positive,location - 2 - transit location,airport-wise theres not much in it location - 2 and location - 1 all have good tranport links to central london
14008,Positive,location - 2 - general,location - 1 or location - 2 - fab places
14009,None,location - 2 - price,location - 1 or location - 2 - fab places
14010,None,location - 2 - safety,location - 1 or location - 2 - fab places
14011,None,location - 2 - transit location,location - 1 or location - 2 - fab places
14012,Positive,location - 2 - general,location - 1 is lovely and location - 2 ( as others have said )
14013,None,location - 2 - price,location - 1 is lovely and location - 2 ( as others have said )
14014,None,location - 2 - safety,location - 1 is lovely and location - 2 ( as others have said )
14015,None,location - 2 - transit location,location - 1 is lovely and location - 2 ( as others have said )
14016,None,location - 2 - general,"if you are an average person , you wont be able to afford to live right near location - 2 or location - 1"
14017,Negative,location - 2 - price,"if you are an average person , you wont be able to afford to live right near location - 2 or location - 1"
14018,None,location - 2 - safety,"if you are an average person , you wont be able to afford to live right near location - 2 or location - 1"
14019,None,location - 2 - transit location,"if you are an average person , you wont be able to afford to live right near location - 2 or location - 1"
14020,Positive,location - 2 - general,"i like location - 2 , location - 1"
14021,None,location - 2 - price,"i like location - 2 , location - 1"
14022,None,location - 2 - safety,"i like location - 2 , location - 1"
14023,None,location - 2 - transit location,"i like location - 2 , location - 1"
14024,Positive,location - 2 - general,"i say location - 1 is n't the best place but , location - 2 is a very nice quite area"
14025,None,location - 2 - price,"i say location - 1 is n't the best place but , location - 2 is a very nice quite area"
14026,None,location - 2 - safety,"i say location - 1 is n't the best place but , location - 2 is a very nice quite area"
14027,None,location - 2 - transit location,"i say location - 1 is n't the best place but , location - 2 is a very nice quite area"
14028,Positive,location - 2 - general,"i also think location - 2 and location - 1 are nice and safe , the latter a bit less expensive than s"
14029,None,location - 2 - price,"i also think location - 2 and location - 1 are nice and safe , the latter a bit less expensive than s"
14030,Positive,location - 2 - safety,"i also think location - 2 and location - 1 are nice and safe , the latter a bit less expensive than s"
14031,None,location - 2 - transit location,"i also think location - 2 and location - 1 are nice and safe , the latter a bit less expensive than s"
14032,None,location - 2 - general,the boroughs of location - 1 and location - 2 offer the best combination of cheap and safe
14033,Positive,location - 2 - price,the boroughs of location - 1 and location - 2 offer the best combination of cheap and safe
14034,Positive,location - 2 - safety,the boroughs of location - 1 and location - 2 offer the best combination of cheap and safe
14035,None,location - 2 - transit location,the boroughs of location - 1 and location - 2 offer the best combination of cheap and safe
14036,Positive,location - 2 - general,i ' d say location - 1 or location - 2 would be the best areas within easy reach
14037,None,location - 2 - price,i ' d say location - 1 or location - 2 would be the best areas within easy reach
14038,None,location - 2 - safety,i ' d say location - 1 or location - 2 would be the best areas within easy reach
14039,Positive,location - 2 - transit location,i ' d say location - 1 or location - 2 would be the best areas within easy reach
14040,Positive,location - 2 - general,another option is location - 2 and location - 1 in surrey
14041,None,location - 2 - price,another option is location - 2 and location - 1 in surrey
14042,None,location - 2 - safety,another option is location - 2 and location - 1 in surrey
14043,None,location - 2 - transit location,another option is location - 2 and location - 1 in surrey
14044,None,location - 2 - general,you can walk to regent ' s park or head north to leafy location - 1 and location - 2
14045,None,location - 2 - price,you can walk to regent ' s park or head north to leafy location - 1 and location - 2
14046,None,location - 2 - safety,you can walk to regent ' s park or head north to leafy location - 1 and location - 2
14047,None,location - 2 - transit location,you can walk to regent ' s park or head north to leafy location - 1 and location - 2
14048,None,location - 2 - general,location - 2 has always been safe like most outer boroughs south of the river ( excluding location - 1 ) this is mainly due to there being no tube so most people do not realise that it is even there
14049,None,location - 2 - price,location - 2 has always been safe like most outer boroughs south of the river ( excluding location - 1 ) this is mainly due to there being no tube so most people do not realise that it is even there
14050,Positive,location - 2 - safety,location - 2 has always been safe like most outer boroughs south of the river ( excluding location - 1 ) this is mainly due to there being no tube so most people do not realise that it is even there
14051,Positive,location - 2 - transit location,location - 2 has always been safe like most outer boroughs south of the river ( excluding location - 1 ) this is mainly due to there being no tube so most people do not realise that it is even there
14052,Positive,location - 2 - general,the best and safest place is location - 2 or location - 1
14053,None,location - 2 - price,the best and safest place is location - 2 or location - 1
14054,Positive,location - 2 - safety,the best and safest place is location - 2 or location - 1
14055,None,location - 2 - transit location,the best and safest place is location - 2 or location - 1
14056,Positive,location - 2 - general,"ok location - 2 looks nice , or location - 1"
14057,None,location - 2 - price,"ok location - 2 looks nice , or location - 1"
14058,None,location - 2 - safety,"ok location - 2 looks nice , or location - 1"
14059,None,location - 2 - transit location,"ok location - 2 looks nice , or location - 1"
