id,text_a,label
11038,NEW YORK 1996-08-27,"['NNP', 'NNP', 'CD']"
11039,Mark Philippoussis beat fellow Australian Mark Woodforde 6-7 ( 6-8 ) 6-3 6-3 6-3 in a men 's singles first round match at the U.S. Open on Tuesday .,"['NNP', 'NNP', 'VBD', 'NN', 'NNP', 'NNP', 'NNP', 'CD', '(', 'CD', ')', 'CD', 'JJ', 'JJ', 'IN', 'DT', 'NNS', 'POS', 'NNS', 'RB', 'NN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', '.']"
11040,The two Davis Cup team-mates were pitted against each other after last week 's controversial redraw of the men 's singles competition .,"['DT', 'CD', 'NNP', 'NNP', 'NNS', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'IN', 'JJ', 'NN', 'POS', 'JJ', 'NN', 'IN', 'DT', 'NNS', 'POS', 'JJ', 'NN', '.']"
11041,"Philippoussis is on course for a third round meeting with world number one Pete Sampras of the United States , whom he beat at the Australian Open last January .","['NN', 'VBZ', 'IN', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'NN', 'CD', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ',', 'WP', 'PRP', 'VBD', 'IN', 'DT', 'NNP', 'NNP', 'JJ', 'NNP', '.']"
11042,-- Sydney Newsroom 61-2 9373-1800,"[':', 'NNP', 'NNP', 'NN', 'CD']"
11043,Rugby union-England given final chance to stay in Five Nations .,"['JJ', 'JJ', 'VBN', 'JJ', 'NN', 'TO', 'VB', 'IN', 'CD', 'NNS', '.']"
11044,LONDON 1996-08-28,"['NNP', 'CD']"
11045,England have been given a final chance to remain in the Five Nations ' championship despite striking an exclusive television deal with Rupert Murdoch 's Sky television .,"['NNP', 'VBP', 'VBN', 'VBN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'IN', 'DT', 'CD', 'NNS', 'POS', 'NN', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'POS', 'NNP', 'NN', '.']"
11046,"In a statement on Wednesday , the Four Nations TV Committee said dates had been set for a competition involving Scotland , Wales , Ireland and France next year .","['IN', 'DT', 'NN', 'IN', 'NNP', ',', 'DT', 'CD', 'NNS', 'NN', 'NNP', 'VBD', 'NNS', 'VBD', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'VBG', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'NNP', 'JJ', 'NN', '.']"
11047,""" Between now and then , discussions will take place in one final attempt to persuade the Rugby Football Union to save the Five Nations ' championship in its current form , "" the statement said .","['""', 'IN', 'RB', 'CC', 'RB', ',', 'NNS', 'MD', 'VB', 'NN', 'IN', 'CD', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NNP', 'NNP', 'NNP', 'TO', 'VB', 'DT', 'CD', 'NNS', 'POS', 'NN', 'IN', 'PRP$', 'JJ', 'NN', ',', '""', 'DT', 'NN', 'VBD', '.']"
11048,No further details were immediately available .,"['DT', 'JJ', 'NNS', 'VBD', 'RB', 'JJ', '.']"
11049,England infuriated their championship colleagues when they decided to sign a 87.5 million pounds sterling ( $ 135.8 million ) deal giving Sky television exclusive rights to rugby union matches in England .,"['NNP', 'VBD', 'PRP$', 'NN', 'NNS', 'WRB', 'PRP', 'VBD', 'TO', 'VB', 'DT', 'CD', 'CD', 'NNS', 'NN', '(', '$', 'CD', 'CD', ')', 'NN', 'VBG', 'NNP', 'NN', 'JJ', 'NNS', 'TO', 'VB', 'NN', 'NNS', 'IN', 'NNP', '.']"
11050,The present contract with the British Broadcasting Corporation was shared between the four home nations while France have their own television deal .,"['DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'VBN', 'IN', 'DT', 'CD', 'NN', 'NNS', 'IN', 'NNP', 'VBP', 'PRP$', 'JJ', 'NN', 'NN', '.']"
11051,"Last month Five Nations ' committee chairman Tom Kiernan said England would be thrown out of the competition "" unless circumstances change in the near future "" .","['JJ', 'NN', 'CD', 'NNS', 'POS', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'NNP', 'MD', 'VB', 'VBN', 'IN', 'IN', 'DT', 'NN', '""', 'IN', 'NNS', 'NN', 'IN', 'DT', 'JJ', 'JJ', '""', '.']"
11052,Cricket - NZ face tough schedule at home and abroad .,"['NNP', ':', 'NNP', 'NN', 'JJ', 'NN', 'IN', 'NN', 'CC', 'RB', '.']"
11053,WELLINGTON 1996-08-28,"['NNP', 'CD']"
11054,"World Cup cricket champions Sri Lanka will play two tests and three one-day internationals in a tour of New Zealand next March , officials said on Wednesday .","['NNP', 'NNP', 'NN', 'VBZ', 'NNP', 'NNP', 'MD', 'VB', 'CD', 'NNS', 'CC', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NNP', ',', 'NNS', 'VBD', 'IN', 'NNP', '.']"
11055,"New Zealand Cricket said the Sri Lankans would play tests in Hamilton and Wellington and one-dayers in Auckland , Christchurch and Dunedin , following hard on the heels of a tour by England .","['NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NNP', 'NNP', 'MD', 'VB', 'NNS', 'IN', 'NNP', 'CC', 'NNP', 'CC', 'NNS', 'IN', 'NNP', ',', 'NNP', 'CC', 'NNP', ',', 'VBG', 'JJ', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']"
11056,New Zealand will also line up against Sri Lanka and Pakistan this November in a one-day champions trophy competition in Sharjah .,"['NNP', 'NNP', 'MD', 'RB', 'VB', 'RP', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'DT', 'NNP', 'IN', 'DT', 'JJ', 'NNS', 'NN', 'NN', 'IN', 'NNP', '.']"
11057,"The team will go one to tour Pakistan , playing two tests and three one-day internationals .","['DT', 'NN', 'MD', 'VB', 'NN', 'TO', 'VB', 'NNP', ',', 'VBG', 'CD', 'NNS', 'CC', 'CD', 'JJ', 'NNS', '.']"
11058,Soccer - Burundi disqualification from African Cup confirmed .,"['JJR', ':', 'NNP', 'NN', 'IN', 'NNP', 'NNP', 'VBD', '.']"
11059,CAIRO 1996-08-28,"['NNP', 'CD']"
11060,The African Football Confederation ( CAF ) on Wednesday formally confirmed Burundi 's disqualification from the African Nations Cup following the team 's inability to travel for a qualifier against Central African Republic .,"['DT', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'IN', 'NNP', 'RB', 'VBD', 'NNP', 'POS', 'NN', 'IN', 'DT', 'NNP', 'NNPS', 'NNP', 'VBG', 'DT', 'NN', 'POS', 'NN', 'TO', 'VB', 'IN', 'DT', 'JJR', 'IN', 'NNP', 'NNP', 'NNP', '.']"
11061,The Burundi team were unable to leave their troubled country for a preliminary round first leg match in Bangui earlier this month because of an air ban imposed in a recent set of internationally-sponsored sanctions .,"['DT', 'NNP', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'RBR', 'DT', 'NN', 'IN', 'IN', 'DT', 'NN', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NNS', '.']"
11062,"The Central African Republic qualified on a walkover to play in group four with Guinea , Sierra Leone and Tunisia .","['DT', 'JJ', 'JJ', 'NNP', 'VBN', 'RP', 'DT', 'NN', 'TO', 'VB', 'IN', 'NN', 'CD', 'IN', 'NNP', ',', 'NNP', 'NNP', 'CC', 'NNP', '.']"
11063,""" After examining the dossier of the Burundi-Central Africa match , we decided ...","['""', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', ',', 'PRP', 'VBD', ':']"
11064,to disqualify the national team of Burundi from the 21st African Cup of Nations ...,"['TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'JJ', 'NNP', 'IN', 'NNPS', ':']"
11065,"as a result of the absence of this team from the match , "" CAF said in a statement .","['IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', ',', '""', 'NNP', 'VBD', 'IN', 'DT', 'NN', '.']"
11066,Cricket - India 226-5 in 50 overs v Sri Lanka .,"['NNP', ':', 'NNP', 'CD', 'IN', 'CD', 'NNS', 'IN', 'NNP', 'NNP', '.']"
11067,COLOMBO 1996-08-28,"['NNP', 'CD']"
11068,India scored 226 for five wickets in their 50 overs against Sri Lanka in the second day-night limited overs match of the Singer World Series tournament on Wednesday .,"['NNP', 'VBD', 'CD', 'IN', 'CD', 'NNS', 'IN', 'PRP$', 'CD', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', '.']"
11069,Canada fast-tracks Chinese asylum-seekers - report .,"['NNP', 'NNS', 'JJ', 'NNS', ':', 'VB', '.']"
11070,"VANCOUVER , British Columbia 1996-08-28","['NNP', ',', 'NNP', 'NNP', 'CD']"
11071,"Canada is fast-tracking immigration applications from Chinese dissidents in Hong Kong before the British colony reverts to China 's control next year , the Vancouver Sun reported on Wednesday .","['NNP', 'VBZ', 'JJ', 'NN', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'TO', 'NNP', 'POS', 'NN', 'JJ', 'NN', ',', 'DT', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', '.']"
11072,"The applications are being "" fast-tracked in the sense that we are processing them and the ones who have been referred to us have been interviewed , "" the newspaper quoted Garrett Lambert , Canada 's high commissioner in Hong Kong , as saying .","['DT', 'NNS', 'VBP', 'VBG', '""', 'JJ', 'IN', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'VBG', 'PRP', 'CC', 'DT', 'NNS', 'WP', 'VBP', 'VBN', 'VBN', 'TO', 'PRP', 'VBP', 'VBN', 'VBN', ',', '""', 'DT', 'NN', 'VBN', 'NNP', 'NNP', ',', 'NNP', 'POS', 'JJ', 'NN', 'IN', 'NNP', 'NNP', ',', 'IN', 'VBG', '.']"
11073,""" A small number already have preliminary indications as to what the disposition of their cases are and so I suppose in that sense , I guess we have given them some preferential treatment , "" Lambert said .","['""', 'DT', 'JJ', 'NN', 'RB', 'VBP', 'JJ', 'NNS', 'IN', 'TO', 'WP', 'DT', 'NN', 'IN', 'PRP$', 'NNS', 'VBP', 'CC', 'RB', 'PRP', 'VBP', 'IN', 'DT', 'NN', ',', 'PRP', 'VBP', 'PRP', 'VBP', 'VBN', 'PRP', 'DT', 'JJ', 'NN', ',', '""', 'NNP', 'VBD', '.']"
11074,He declined to say how many people were being considered for asylum .,"['PRP', 'VBD', 'TO', 'VB', 'WRB', 'JJ', 'NNS', 'VBD', 'VBG', 'VBN', 'IN', 'NN', '.']"
11075,Canada 's ministry of foreign affairs in Ottawa had no immediate comment on the report .,"['NNP', 'POS', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
11076,About 80 Chinese dissidents are believed to be living in exile in Hong Kong .,"['IN', 'CD', 'JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'VBG', 'IN', 'NN', 'IN', 'NNP', 'NNP', '.']"
11077,Their fate after the territory reverts to Chinese rule is unclear .,"['PRP$', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'TO', 'JJ', 'NN', 'VBZ', 'JJ', '.']"
11078,"Britain hands Hong Kong back to China at midnight on June 30 , 1997 , after 150 years of colonial rule .","['NNP', 'NNS', 'NNP', 'NNP', 'RB', 'TO', 'NNP', 'IN', 'NN', 'IN', 'NNP', 'CD', ',', 'CD', ',', 'IN', 'CD', 'NNS', 'IN', 'NN', 'NN', '.']"
11079,Canada 's Minister of Foreign Affairs Lloyd Axworthy said after meeting Hong Kong Gov .,"['NNP', 'POS', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'VBG', 'NNP', 'NNP', 'NNP', '.']"
11080,Chris Patten last month that Canada may grant asylum to dissidents who have fled to Hong Kong from China .,"['NNP', 'NNP', 'JJ', 'NN', 'IN', 'NNP', 'MD', 'VB', 'NN', 'TO', 'NNS', 'WP', 'VBP', 'VBN', 'TO', 'NNP', 'NNP', 'IN', 'NNP', '.']"
11081,Chinese officials have said such dissidents may not become Hong Kong permanent residents since they entered the territory illegally but have also said their status would be decided by the post-1997 local Hong Kong administration .,"['JJ', 'NNS', 'VBP', 'VBD', 'JJ', 'NNS', 'MD', 'RB', 'VB', 'NNP', 'NNP', 'JJ', 'NNS', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'RB', 'RB', 'VB', 'RB', 'VBD', 'PRP$', 'NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'JJ', 'NNP', 'NNP', 'NN', '.']"
11082,"Ivorian journalist held , asked to reveal source .","['JJ', 'NN', 'VBN', ',', 'VBD', 'TO', 'VB', 'NN', '.']"
11083,ABIDJAN 1996-08-28,"['NNP', 'CD']"
11084,"An Ivorian journalist spent a third day in custody on Wednesday and investigators were demanding that he reveal the source of an official document published in his newspaper , colleagues said .","['DT', 'JJ', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NNP', 'CC', 'NNS', 'VBD', 'VBG', 'IN', 'PRP', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBN', 'IN', 'PRP$', 'NN', ',', 'NNS', 'VBD', '.']"
11085,"Raphael Lapke , publication director of Ivorian newspaper Le Populaire , was taken in for questioning on Monday over an article about the public prosecutor and has been detained since then .","['NNP', 'NNP', ',', 'NN', 'NN', 'IN', 'JJ', 'NN', 'NNP', 'NNP', ',', 'VBD', 'VBN', 'IN', 'IN', 'VBG', 'IN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'VBZ', 'VBN', 'VBN', 'IN', 'RB', '.']"
11086,"Colleagues said he had been charged with theft of administrative documents . ""","['NNS', 'VBD', 'PRP', 'VBD', 'VBN', 'VBN', 'IN', 'NN', 'IN', 'JJ', 'NNS', '.', '""']"
11087,"He is being asked for the source of his information and who gave him this confidential document , "" one colleague told Reuters .","['PRP', 'VBZ', 'VBG', 'VBN', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'CC', 'WP', 'VBD', 'PRP', 'DT', 'JJ', 'NN', ',', '""', 'CD', 'NN', 'VBN', 'NNP', '.']"
11088,Three journalists from the Ivorian opposition daily La Voie are serving two-year prison terms for insulting President Henri Konan Bedie .,"['CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NNP', 'NNP', 'VBP', 'VBG', 'JJ', 'NN', 'NNS', 'IN', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
11089,A court sentenced two in December and the third in January .,"['DT', 'NN', 'VBD', 'CD', 'IN', 'NNP', 'CC', 'DT', 'JJ', 'IN', 'NNP', '.']"
11090,La Voie published an article suggesting the presence of Bedie had brought local team ASEC bad luck during their defeat by Orlando Pirates of South Africa in the final of the African Champions Cup in December .,"['NNP', 'NNP', 'VBD', 'DT', 'NN', 'VBG', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'VBN', 'JJ', 'NN', 'NNP', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'JJ', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '.']"
11091,The United States embassy in Abidjan and international press organisations denounced the sentences as excessive .,"['DT', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'CC', 'JJ', 'NN', 'NNS', 'VBD', 'DT', 'NNS', 'IN', 'JJ', '.']"
11092,"Last year , Bedie pardoned four journalists jailed for the same or similar offences .","['JJ', 'NN', ',', 'NNP', 'VBD', 'CD', 'NNS', 'VBN', 'IN', 'DT', 'JJ', 'CC', 'JJ', 'NNS', '.']"
11093,They included one of the three La Voie journalists .,"['PRP', 'VBD', 'CD', 'IN', 'DT', 'CD', 'NNP', 'NNP', 'NNS', '.']"
11094,Bedie pardoned two other journalists jailed for incitement to disturb public order .,"['NNP', 'VBD', 'CD', 'JJ', 'NNS', 'VBN', 'IN', 'NN', 'TO', 'VB', 'JJ', 'NN', '.']"
11095,Village attack kills 38 in eastern Sierra Leone .,"['NN', 'NN', 'VBZ', 'CD', 'IN', 'JJ', 'NNP', 'NNP', '.']"
11096,FREETOWN 1996-08-28,"['NNP', 'CD']"
11097,"Sierra Leonean rebels killed 31 villagers and seven soldiers in an attack on the eastern village of Foindu , Eastern Region Brigade Commander Major Fallah Sewa said on Wednesday .","['NNP', 'NNP', 'NNS', 'VBD', 'CD', 'NNS', 'CC', 'CD', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', '.']"
11098,Sewa said the rebels overran Foindu despite the presence of government troops in the village on the highway between Mano Junction and the diamond town of Tongo Field .,"['NNP', 'VBD', 'DT', 'NNS', 'VBD', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'CC', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', '.']"
11099,An army spokesman in Freetown said Monday night 's attack was the third on a military post in the past week .,"['DT', 'NN', 'NN', 'IN', 'NNP', 'VBD', 'NNP', 'NN', 'POS', 'NN', 'VBD', 'DT', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
11100,Rebels of the Revolutionary United Front agreed a ceasefire in April .,"['NNS', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'NNP', '.']"
11101,Continuing attacks are generally ascribed to renegade soldiers or uncontrolled bands of rebels and refugees displaced by the fighting starting to return to their homes .,"['VBG', 'NNS', 'VBP', 'RB', 'VBN', 'TO', 'NN', 'NNS', 'CC', 'JJ', 'NNS', 'IN', 'NNS', 'CC', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'VBG', 'TO', 'VB', 'TO', 'PRP$', 'NNS', '.']"
11102,Peace talks in Ivory Coast began in February .,"['NN', 'NNS', 'IN', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', '.']"
11103,"Diplomats say they are deadlocked over the RUF 's insistence that foreign troops helping the government army should leave , and that they should have some say in the allocation of budget spending .","['NNS', 'VBP', 'PRP', 'VBP', 'VBN', 'IN', 'DT', 'NNP', 'POS', 'NN', 'IN', 'JJ', 'NNS', 'VBG', 'DT', 'NN', 'NN', 'MD', 'VB', ',', 'CC', 'IN', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'NN', '.']"
11104,Aid agency says Sudan missionaries released .,"['NN', 'NN', 'VBZ', 'NNP', 'NNS', 'VBN', '.']"
11105,NAIROBI 1996-08-28,"['NNP', 'CD']"
11106,"An aid agency said six Roman Catholic missionaries , including three Australian nuns , were freed by rebels in southern Sudan on Wednesday after being held for nearly two weeks .","['DT', 'NN', 'NN', 'VBD', 'CD', 'NNP', 'NNP', 'NNS', ',', 'VBG', 'CD', 'JJ', 'NNS', ',', 'VBD', 'VBN', 'IN', 'NNS', 'IN', 'JJ', 'NNP', 'IN', 'NNP', 'IN', 'VBG', 'VBN', 'IN', 'RB', 'CD', 'NNS', '.']"
11107,But Catholic church officials said they had no confirmation of the report and would have to wait until Thursday to be sure .,"['CC', 'NNP', 'NN', 'NNS', 'VBD', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'MD', 'VB', 'TO', 'VB', 'IN', 'NNP', 'TO', 'VB', 'JJ', '.']"
11108,Zambia 's Chiluba shuffles cabinet to fill vacancy .,"['NNP', 'POS', 'NNP', 'VBZ', 'NN', 'TO', 'VB', 'NN', '.']"
11109,LUSAKA 1996-08-28,"['NNP', 'CD']"
11110,Zambian President Frederick Chiluba shuffled his cabinet on Wednesday to fill a vacancy left after the sacking of Legal Affairs Minister Remmy Mushota .,"['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'PRP$', 'NN', 'IN', 'NNP', 'TO', 'VB', 'DT', 'NN', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
11111,Mushota was fired a month ago after a government tribunal found he tried to withdraw cash from state coffers without authority .,"['NNP', 'VBD', 'VBN', 'DT', 'NN', 'RB', 'IN', 'DT', 'NN', 'NN', 'VBD', 'PRP', 'VBD', 'TO', 'VB', 'NN', 'IN', 'NN', 'NNS', 'IN', 'RB', '.']"
11112,"The president 's office said in a statement that Lands Minister Luminzu Shimaponda had been appointed Legal Affairs Minister , while Deputy Foreign Minister Peter Machungwa would take over from Shimaponda .","['DT', 'NN', 'POS', 'NN', 'VBD', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'VBN', 'VBN', 'NNP', 'NNP', 'NNP', ',', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'IN', 'IN', 'NNP', '.']"
11113,Guinea launches war on fictitious civil servants .,"['NNP', 'NNS', 'NN', 'IN', 'JJ', 'JJ', 'NNS', '.']"
11114,CONAKRY 1996-08-28,"['NNP', 'CD']"
11115,Guinea launched a drive on Wednesday to rid the civil service payroll of fictitious workers as part of new prime minister Sidia Toure 's campaign to cut government spending .,"['NNP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'NNP', 'NNP', 'POS', 'NN', 'TO', 'VB', 'NN', 'NN', '.']"
11116,"Deputy Minister for Finance Ousmane Kaba said teams of inspectors would check government offices in the capital and the provinces to root out civil servants who drew salaries but had left their jobs , were dead , or had never existed .","['NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'VBD', 'NNS', 'IN', 'NNS', 'MD', 'VB', 'NN', 'NNS', 'IN', 'DT', 'NN', 'CC', 'DT', 'NNS', 'TO', 'VB', 'RP', 'JJ', 'NNS', 'WP', 'VBD', 'NNS', 'CC', 'VBD', 'VBN', 'PRP$', 'NNS', ',', 'VBD', 'JJ', ',', 'CC', 'VBD', 'RB', 'VBN', '.']"
11117,"Some 50 million Guinean francs ( $ 50,000 ) has been pumped into the exercise to deter the inspectors from taking bribes .","['DT', 'CD', 'CD', 'JJ', 'NNS', '(', '$', 'CD', ')', 'VBZ', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NNS', 'IN', 'VBG', 'NNS', '.']"
11118,"Kaba told reporters the annual wage bill of 171 billion Guinean francs represented 50 percent of current state expenditure , "" whereas the acceptable proportion in countries similar to ours is one third "" .","['NN', 'VBD', 'NNS', 'DT', 'JJ', 'NN', 'NN', 'IN', 'CD', 'CD', 'JJ', 'NNS', 'VBD', 'CD', 'NN', 'IN', 'JJ', 'NN', 'NN', ',', '""', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'JJ', 'TO', 'PRP', 'VBZ', 'CD', 'JJ', '""', '.']"
11119,"Toure , who took office last month , has said he plans to cut public service spending by 30 percent by the end of the year as part of measures to revive the economy .","['NN', ',', 'WP', 'VBD', 'NN', 'JJ', 'NN', ',', 'VBZ', 'VBN', 'PRP', 'VBZ', 'TO', 'VB', 'JJ', 'NN', 'NN', 'IN', 'CD', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'NNS', 'TO', 'VB', 'DT', 'NN', '.']"
11120,Guinea is rich in minerals and has a vast potential for hydroelectric power generation but it faces stiff competition from its West African neighbours for foreign investment .,"['NNP', 'VBZ', 'JJ', 'IN', 'NNS', 'CC', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NN', 'CC', 'PRP', 'VBZ', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', 'NNS', 'IN', 'JJ', 'NN', '.']"
11121,"President Lansana Conte appointed Toure , a former senior civil servant in Ivory Coast , last month to clean up the administration and reform the economy following February 's bloody army revolt .","['NNP', 'NNP', 'NNP', 'VBD', 'NNP', ',', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NNP', 'NNP', ',', 'JJ', 'NN', 'TO', 'VB', 'RP', 'DT', 'NN', 'CC', 'VB', 'DT', 'NN', 'VBG', 'NNP', 'POS', 'JJ', 'NN', 'NN', '.']"
11122,"( $ =1,000 Guinean francs )","['(', '$', 'CD', 'JJ', 'NNS', ')']"
11123,New Liberia Council chief to be installed Tuesday .,"['NNP', 'NNPS', 'NNP', 'JJ', 'TO', 'VB', 'VBN', 'NNP', '.']"
11124,MONROVIA 1996-08-28,"['NNP', 'CD']"
11125,"Ruth Perry , the woman with the task of uniting Liberia 's squabbling factions around the latest peace plan , will be formally installed as head of the ruling State Council next Tuesday , a Council statement said .","['NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'VBG', 'NNPS', 'POS', 'NN', 'NNS', 'IN', 'DT', 'JJS', 'NN', 'NN', ',', 'MD', 'VB', 'RB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'VBG', 'NNP', 'NNP', 'IN', 'NNP', ',', 'DT', 'NNP', 'NN', 'VBD', '.']"
11126,"Perry , a Liberian Senate member during the 1980s , returned to Monrovia on August 22 after West African leaders nominated her for the job under a peace deal signed in Nigeria 's capital Abuja five days earlier .","['NNP', ',', 'DT', 'NNP', 'NNP', 'NN', 'IN', 'DT', 'NNS', ',', 'VBD', 'TO', 'NNP', 'IN', 'NNP', 'CD', 'IN', 'JJ', 'JJ', 'NNS', 'VBD', 'PRP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBD', 'IN', 'NNP', 'POS', 'NN', 'NNP', 'CD', 'NNS', 'RB', '.']"
11127,The formal inauguration had been due to take place this week but was put back .,"['DT', 'JJ', 'NN', 'VBD', 'VBN', 'JJ', 'TO', 'VB', 'VB', 'DT', 'NN', 'CC', 'VBD', 'VBN', 'RB', '.']"
11128,There was no official explanation but politicians said faction leaders and State Council vice-chairmen Charles Taylor and Alhadji Kromah were unable to attend because they were travelling .,"['EX', 'VBD', 'DT', 'JJ', 'NN', 'CC', 'NNS', 'VBD', 'NN', 'NNS', 'CC', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'VBD', 'JJ', 'TO', 'VB', 'IN', 'PRP', 'VBD', 'VBG', '.']"
11129,"Liberia 's civil war , launched by Taylor in 1989 , has killed well over 150,000 people .","['NNPS', 'POS', 'JJ', 'NN', ',', 'VBN', 'IN', 'NNP', 'IN', 'CD', ',', 'VBZ', 'VBN', 'RB', 'IN', 'CD', 'NNS', '.']"
11130,Faction fighting and an orgy of looting in the capital Monrovia in April and May killed hundreds of people .,"['NN', 'NN', 'CC', 'DT', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NN', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'VBD', 'NNS', 'IN', 'NNS', '.']"
11131,Over a dozen peace deals have collapsed .,"['IN', 'DT', 'NN', 'NN', 'NNS', 'VBP', 'VBD', '.']"
